/home/wenhan/anaconda3/envs/tensorflow/lib/python3.9/site-packages/torch/utils/checkpoint.py:25: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn("None of the inputs have requires_grad=True. Gradients will be None")
file dHOTRGv1.py


Loading from file:  ./Results/new_NBeta36D6tau0.2180811043627125
beta=  0.2180811043627125  # of layers= 36
Previous HOTRG results: mag=0.0000468636, E=-0.9419848323, Fe=-3.5460717678, Entropy=0.5679021478]

=========================== dHOTRG: re-optimiztion ======================
------------- forward ---------

[(0)-th iter]  W(00,0), F_en=-3.5472853184  W(00,1), F_en=-3.5472853184 
[(0)-th iter]  W(12,0), F_en=-3.5472865105  W(12,1), F_en=-3.5472865105 
[(2)-th iter]  W(12,0), F_en=-3.5472867489  W(12,1), F_en=-3.5472865105 
[(0)-th iter]  W(13,0), F_en=-3.5472865105  W(13,1), F_en=-3.5472867489 
[(2)-th iter]  W(13,0), F_en=-3.5472867489  W(13,1), F_en=-3.5472867489 
[(0)-th iter]  W(14,0), F_en=-3.5472867489  W(14,1), F_en=-3.5472869873 
[(2)-th iter]  W(14,0), F_en=-3.5472867489  W(14,1), F_en=-3.5472865105 
[(0)-th iter]  W(15,0), F_en=-3.5472865105  W(15,1), F_en=-3.5472865105 
[(2)-th iter]  W(15,0), F_en=-3.5472867489  W(15,1), F_en=-3.5472867489 
[(0)-th iter]  W(16,0), F_en=-3.5472867489  W(16,1), F_en=-3.5472867489 
[(2)-th iter]  W(16,0), F_en=-3.5472869873  W(16,1), F_en=-3.5472869873 
[(0)-th iter]  W(17,0), F_en=-3.5472869873  W(17,1), F_en=-3.5472869873 
[(2)-th iter]  W(17,0), F_en=-3.5472869873  W(17,1), F_en=-3.5472869873 
[(0)-th iter]  W(18,0), F_en=-3.5472869873  W(18,1), F_en=-3.5472869873 
[(2)-th iter]  W(18,0), F_en=-3.5472869873  W(18,1), F_en=-3.5472869873 
[(0)-th iter]  W(19,0), F_en=-3.5472869873  W(19,1), F_en=-3.5472869873 
[(2)-th iter]  W(19,0), F_en=-3.5472869873  W(19,1), F_en=-3.5472869873 
[(0)-th iter]  W(20,0), F_en=-3.5472869873  W(20,1), F_en=-3.5472869873 
[(2)-th iter]  W(20,0), F_en=-3.5472869873  W(20,1), F_en=-3.5472869873 
[(0)-th iter]  W(21,0), F_en=-3.5472869873  W(21,1), F_en=-3.5472869873 
[(2)-th iter]  W(21,0), F_en=-3.5472869873  W(21,1), F_en=-3.5472869873 
[(0)-th iter]  W(22,0), F_en=-3.5472869873  W(22,1), F_en=-3.5472869873 
[(2)-th iter]  W(22,0), F_en=-3.5472869873  W(22,1), F_en=-3.5472869873 
[(0)-th iter]  W(23,0), F_en=-3.5472869873  W(23,1), F_en=-3.5472869873 
[(2)-th iter]  W(23,0), F_en=-3.5472869873  W(23,1), F_en=-3.5472869873 
[(0)-th iter]  W(24,0), F_en=-3.5472869873  W(24,1), F_en=-3.5472869873 
[(2)-th iter]  W(24,0), F_en=-3.5472869873  W(24,1), F_en=-3.5472869873 
[(0)-th iter]  W(25,0), F_en=-3.5472869873  W(25,1), F_en=-3.5472869873 
[(2)-th iter]  W(25,0), F_en=-3.5472869873  W(25,1), F_en=-3.5472869873 
[(0)-th iter]  W(26,0), F_en=-3.5472869873  W(26,1), F_en=-3.5472869873 
[(2)-th iter]  W(26,0), F_en=-3.5472869873  W(26,1), F_en=-3.5472869873 
[(0)-th iter]  W(27,0), F_en=-3.5472869873  W(27,1), F_en=-3.5472869873 
[(2)-th iter]  W(27,0), F_en=-3.5472869873  W(27,1), F_en=-3.5472869873 
[(0)-th iter]  W(28,0), F_en=-3.5472869873  W(28,1), F_en=-3.5472869873 
[(2)-th iter]  W(28,0), F_en=-3.5472869873  W(28,1), F_en=-3.5472869873 
[(0)-th iter]  W(29,0), F_en=-3.5472869873  W(29,1), F_en=-3.5472869873 
[(2)-th iter]  W(29,0), F_en=-3.5472869873  W(29,1), F_en=-3.5472869873 
[(0)-th iter]  W(30,0), F_en=-3.5472869873  W(30,1), F_en=-3.5472869873 
[(2)-th iter]  W(30,0), F_en=-3.5472869873  W(30,1), F_en=-3.5472869873 
[(0)-th iter]  W(31,0), F_en=-3.5472869873  W(31,1), F_en=-3.5472869873 
[(2)-th iter]  W(31,0), F_en=-3.5472869873  W(31,1), F_en=-3.5472869873 
[(0)-th iter]  W(32,0), F_en=-3.5472869873  W(32,1), F_en=-3.5472869873 
[(2)-th iter]  W(32,0), F_en=-3.5472869873  W(32,1), F_en=-3.5472869873 
[(0)-th iter]  W(33,0), F_en=-3.5472869873  W(33,1), F_en=-3.5472869873 
[(2)-th iter]  W(33,0), F_en=-3.5472869873  W(33,1), F_en=-3.5472869873 
[(0)-th iter]  W(34,0), F_en=-3.5472869873  W(34,1), F_en=-3.5472869873 
[(2)-th iter]  W(34,0), F_en=-3.5472869873  W(34,1), F_en=-3.5472869873 
[(0)-th iter]  W(35,0), F_en=-3.5472869873  W(35,1), F_en=-3.5472869873 
[(2)-th iter]  W(35,0), F_en=-3.5472869873  W(35,1), F_en=-3.5472869873 ------------- backward ---------

[(0)-th iter]  W(35,0), F_en=-3.5472869873  W(35,1), F_en=-3.5472869873 
[(2)-th iter]  W(35,0), F_en=-3.5472869873  W(35,1), F_en=-3.5472869873 
[(0)-th iter]  W(34,0), F_en=-3.5472869873  W(34,1), F_en=-3.5472869873 
[(2)-th iter]  W(34,0), F_en=-3.5472869873  W(34,1), F_en=-3.5472869873 
[(0)-th iter]  W(33,0), F_en=-3.5472869873  W(33,1), F_en=-3.5472869873 
[(2)-th iter]  W(33,0), F_en=-3.5472869873  W(33,1), F_en=-3.5472869873 
[(0)-th iter]  W(32,0), F_en=-3.5472869873  W(32,1), F_en=-3.5472869873 
[(2)-th iter]  W(32,0), F_en=-3.5472869873  W(32,1), F_en=-3.5472869873 
[(0)-th iter]  W(31,0), F_en=-3.5472869873  W(31,1), F_en=-3.5472869873 
[(2)-th iter]  W(31,0), F_en=-3.5472869873  W(31,1), F_en=-3.5472869873 
[(0)-th iter]  W(30,0), F_en=-3.5472869873  W(30,1), F_en=-3.5472869873 
[(2)-th iter]  W(30,0), F_en=-3.5472869873  W(30,1), F_en=-3.5472869873 
[(0)-th iter]  W(29,0), F_en=-3.5472869873  W(29,1), F_en=-3.5472869873 
[(2)-th iter]  W(29,0), F_en=-3.5472869873  W(29,1), F_en=-3.5472869873 
[(0)-th iter]  W(28,0), F_en=-3.5472869873  W(28,1), F_en=-3.5472869873 
[(2)-th iter]  W(28,0), F_en=-3.5472869873  W(28,1), F_en=-3.5472869873 
[(0)-th iter]  W(27,0), F_en=-3.5472869873  W(27,1), F_en=-3.5472869873 
[(2)-th iter]  W(27,0), F_en=-3.5472869873  W(27,1), F_en=-3.5472869873 
[(0)-th iter]  W(26,0), F_en=-3.5472869873  W(26,1), F_en=-3.5472869873 
[(2)-th iter]  W(26,0), F_en=-3.5472869873  W(26,1), F_en=-3.5472869873 
[(0)-th iter]  W(25,0), F_en=-3.5472869873  W(25,1), F_en=-3.5472869873 
[(2)-th iter]  W(25,0), F_en=-3.5472869873  W(25,1), F_en=-3.5472869873 
[(0)-th iter]  W(24,0), F_en=-3.5472869873  W(24,1), F_en=-3.5472869873 
[(2)-th iter]  W(24,0), F_en=-3.5472869873  W(24,1), F_en=-3.5472869873 
[(0)-th iter]  W(23,0), F_en=-3.5472869873  W(23,1), F_en=-3.5472869873 
[(2)-th iter]  W(23,0), F_en=-3.5472869873  W(23,1), F_en=-3.5472869873 
[(0)-th iter]  W(22,0), F_en=-3.5472869873  W(22,1), F_en=-3.5472869873 
[(2)-th iter]  W(22,0), F_en=-3.5472869873  W(22,1), F_en=-3.5472869873 
[(0)-th iter]  W(21,0), F_en=-3.5472869873  W(21,1), F_en=-3.5472869873 
[(2)-th iter]  W(21,0), F_en=-3.5472869873  W(21,1), F_en=-3.5472869873 
[(0)-th iter]  W(20,0), F_en=-3.5472869873  W(20,1), F_en=-3.5472869873 
[(2)-th iter]  W(20,0), F_en=-3.5472869873  W(20,1), F_en=-3.5472869873 
[(0)-th iter]  W(19,0), F_en=-3.5472869873  W(19,1), F_en=-3.5472869873 
[(2)-th iter]  W(19,0), F_en=-3.5472869873  W(19,1), F_en=-3.5472869873 
[(0)-th iter]  W(18,0), F_en=-3.5472869873  W(18,1), F_en=-3.5472869873 
[(2)-th iter]  W(18,0), F_en=-3.5472869873  W(18,1), F_en=-3.5472869873 
[(0)-th iter]  W(17,0), F_en=-3.5472869873  W(17,1), F_en=-3.5472869873 
[(2)-th iter]  W(17,0), F_en=-3.5472869873  W(17,1), F_en=-3.5472869873 
[(0)-th iter]  W(16,0), F_en=-3.5472872257  W(16,1), F_en=-3.5472872257 
[(2)-th iter]  W(16,0), F_en=-3.5472872257  W(16,1), F_en=-3.5472872257 
[(0)-th iter]  W(15,0), F_en=-3.5472869873  W(15,1), F_en=-3.5472869873 
[(2)-th iter]  W(15,0), F_en=-3.5472869873  W(15,1), F_en=-3.5472869873 
[(0)-th iter]  W(14,0), F_en=-3.5472872257  W(14,1), F_en=-3.5472869873 
[(2)-th iter]  W(14,0), F_en=-3.5472872257  W(14,1), F_en=-3.5472872257 
[(0)-th iter]  W(13,0), F_en=-3.5472869873  W(13,1), F_en=-3.5472872257 
[(2)-th iter]  W(13,0), F_en=-3.5472872257  W(13,1), F_en=-3.5472872257 
[(0)-th iter]  W(12,0), F_en=-3.5472874641  W(12,1), F_en=-3.5472874641 
[(2)-th iter]  W(12,0), F_en=-3.5472872257  W(12,1), F_en=-3.5472869873 
[(0)-th iter]  W(11,0), F_en=-3.5472872257  W(11,1), F_en=-3.5472872257 
[(2)-th iter]  W(11,0), F_en=-3.5472872257  W(11,1), F_en=-3.5472869873 
[(0)-th iter]  W(10,0), F_en=-3.5472872257  W(10,1), F_en=-3.5472872257 
[(2)-th iter]  W(10,0), F_en=-3.5472874641  W(10,1), F_en=-3.5472874641 
[(0)-th iter]  W(09,0), F_en=-3.5472872257  W(09,1), F_en=-3.5472872257 
[(2)-th iter]  W(09,0), F_en=-3.5472872257  W(09,1), F_en=-3.5472869873 
[(0)-th iter]  W(08,0), F_en=-3.5472869873  W(08,1), F_en=-3.5472869873 
[(2)-th iter]  W(08,0), F_en=-3.5472872257  W(08,1), F_en=-3.5472872257 
[(0)-th iter]  W(07,0), F_en=-3.5472872257  W(07,1), F_en=-3.5472872257 
[(2)-th iter]  W(07,0), F_en=-3.5472874641  W(07,1), F_en=-3.5472874641 
[(0)-th iter]  W(06,0), F_en=-3.5472874641  W(06,1), F_en=-3.5472874641 
[(2)-th iter]  W(06,0), F_en=-3.5472872257  W(06,1), F_en=-3.5472872257 
[(0)-th iter]  W(05,0), F_en=-3.5472874641  W(05,1), F_en=-3.5472874641 
[(2)-th iter]  W(05,0), F_en=-3.5472872257  W(05,1), F_en=-3.5472872257 
[(0)-th iter]  W(04,0), F_en=-3.5472872257  W(04,1), F_en=-3.5472869873 
[(2)-th iter]  W(04,0), F_en=-3.5472869873  W(04,1), F_en=-3.5472869873 
[(0)-th iter]  W(03,0), F_en=-3.5472872257  W(03,1), F_en=-3.5472869873 
[(2)-th iter]  W(03,0), F_en=-3.5472869873  W(03,1), F_en=-3.5472872257 
[(0)-th iter]  W(02,0), F_en=-3.5472874641  W(02,1), F_en=-3.5472874641 
[(2)-th iter]  W(02,0), F_en=-3.5472872257  W(02,1), F_en=-3.5472874641 
[(0)-th iter]  W(01,0), F_en=-3.5472872257  W(01,1), F_en=-3.5472872257 
[(1)-th iter]  W(01,0), F_en=-3.5472867489  W(01,1), F_en=-3.5472867489 
[(2)-th iter]  W(01,0), F_en=-3.5472865105  W(01,1), F_en=-3.5472865105 
[(3)-th iter]  W(01,0), F_en=-3.5472867489  W(01,1), F_en=-3.5472867489 
[(0)-th iter]  W(00,0), F_en=-3.5472865105  W(00,1), F_en=-3.5472865105 ------------- forward ---------

[(0)-th iter]  W(00,0), F_en=-3.5472865105  W(00,1), F_en=-3.5472865105 
[(0)-th iter]  W(01,0), F_en=-3.5472865105  W(01,1), F_en=-3.5472865105 
[(1)-th iter]  W(01,0), F_en=-3.5472860336  W(01,1), F_en=-3.5472860336 
[(2)-th iter]  W(01,0), F_en=-3.5472869873  W(01,1), F_en=-3.5472869873 
[(3)-th iter]  W(01,0), F_en=-3.5472865105  W(01,1), F_en=-3.5472865105 
[(0)-th iter]  W(02,0), F_en=-3.5472865105  W(02,1), F_en=-3.5472865105 
[(2)-th iter]  W(02,0), F_en=-3.5472857952  W(02,1), F_en=-3.5472865105 
[(0)-th iter]  W(03,0), F_en=-3.5472865105  W(03,1), F_en=-3.5472865105 
[(2)-th iter]  W(03,0), F_en=-3.5472865105  W(03,1), F_en=-3.5472867489 
[(0)-th iter]  W(04,0), F_en=-3.5472867489  W(04,1), F_en=-3.5472865105 
[(2)-th iter]  W(04,0), F_en=-3.5472865105  W(04,1), F_en=-3.5472865105 
[(0)-th iter]  W(05,0), F_en=-3.5472865105  W(05,1), F_en=-3.5472865105 
[(2)-th iter]  W(05,0), F_en=-3.5472865105  W(05,1), F_en=-3.5472865105 
[(0)-th iter]  W(06,0), F_en=-3.5472865105  W(06,1), F_en=-3.5472865105 
[(2)-th iter]  W(06,0), F_en=-3.5472865105  W(06,1), F_en=-3.5472865105 
[(0)-th iter]  W(07,0), F_en=-3.5472865105  W(07,1), F_en=-3.5472865105 
[(2)-th iter]  W(07,0), F_en=-3.5472865105  W(07,1), F_en=-3.5472865105 
[(0)-th iter]  W(08,0), F_en=-3.5472865105  W(08,1), F_en=-3.5472865105 
[(2)-th iter]  W(08,0), F_en=-3.5472865105  W(08,1), F_en=-3.5472865105 
[(0)-th iter]  W(09,0), F_en=-3.5472865105  W(09,1), F_en=-3.5472865105 
[(2)-th iter]  W(09,0), F_en=-3.5472865105  W(09,1), F_en=-3.5472865105 
[(0)-th iter]  W(10,0), F_en=-3.5472865105  W(10,1), F_en=-3.5472865105 
[(2)-th iter]  W(10,0), F_en=-3.5472865105  W(10,1), F_en=-3.5472865105 
[(0)-th iter]  W(11,0), F_en=-3.5472865105  W(11,1), F_en=-3.5472865105 
[(2)-th iter]  W(11,0), F_en=-3.5472865105  W(11,1), F_en=-3.5472865105 
[(0)-th iter]  W(12,0), F_en=-3.5472865105  W(12,1), F_en=-3.5472865105 
[(2)-th iter]  W(12,0), F_en=-3.5472865105  W(12,1), F_en=-3.5472865105 
[(0)-th iter]  W(13,0), F_en=-3.5472865105  W(13,1), F_en=-3.5472865105 
[(2)-th iter]  W(13,0), F_en=-3.5472865105  W(13,1), F_en=-3.5472865105 
[(0)-th iter]  W(14,0), F_en=-3.5472865105  W(14,1), F_en=-3.5472867489 
[(2)-th iter]  W(14,0), F_en=-3.5472865105  W(14,1), F_en=-3.5472865105 
[(0)-th iter]  W(15,0), F_en=-3.5472865105  W(15,1), F_en=-3.5472865105 
[(2)-th iter]  W(15,0), F_en=-3.5472865105  W(15,1), F_en=-3.5472865105 
[(0)-th iter]  W(16,0), F_en=-3.5472865105  W(16,1), F_en=-3.5472865105 
[(2)-th iter]  W(16,0), F_en=-3.5472865105  W(16,1), F_en=-3.5472860336 
[(0)-th iter]  W(17,0), F_en=-3.5472860336  W(17,1), F_en=-3.5472860336 
[(2)-th iter]  W(17,0), F_en=-3.5472860336  W(17,1), F_en=-3.5472860336 
[(0)-th iter]  W(18,0), F_en=-3.5472860336  W(18,1), F_en=-3.5472860336 
[(2)-th iter]  W(18,0), F_en=-3.5472860336  W(18,1), F_en=-3.5472860336 
[(0)-th iter]  W(19,0), F_en=-3.5472860336  W(19,1), F_en=-3.5472860336 
[(2)-th iter]  W(19,0), F_en=-3.5472860336  W(19,1), F_en=-3.5472860336 
[(0)-th iter]  W(20,0), F_en=-3.5472860336  W(20,1), F_en=-3.5472860336 
[(2)-th iter]  W(20,0), F_en=-3.5472860336  W(20,1), F_en=-3.5472860336 
[(0)-th iter]  W(21,0), F_en=-3.5472860336  W(21,1), F_en=-3.5472860336 
[(2)-th iter]  W(21,0), F_en=-3.5472860336  W(21,1), F_en=-3.5472860336 
[(0)-th iter]  W(22,0), F_en=-3.5472860336  W(22,1), F_en=-3.5472860336 
[(2)-th iter]  W(22,0), F_en=-3.5472860336  W(22,1), F_en=-3.5472860336 
[(0)-th iter]  W(23,0), F_en=-3.5472860336  W(23,1), F_en=-3.5472860336 
[(2)-th iter]  W(23,0), F_en=-3.5472860336  W(23,1), F_en=-3.5472860336 
[(0)-th iter]  W(24,0), F_en=-3.5472860336  W(24,1), F_en=-3.5472860336 
[(2)-th iter]  W(24,0), F_en=-3.5472860336  W(24,1), F_en=-3.5472860336 
[(0)-th iter]  W(25,0), F_en=-3.5472860336  W(25,1), F_en=-3.5472860336 
[(2)-th iter]  W(25,0), F_en=-3.5472860336  W(25,1), F_en=-3.5472860336 
[(0)-th iter]  W(26,0), F_en=-3.5472860336  W(26,1), F_en=-3.5472860336 
[(2)-th iter]  W(26,0), F_en=-3.5472860336  W(26,1), F_en=-3.5472860336 
[(0)-th iter]  W(27,0), F_en=-3.5472860336  W(27,1), F_en=-3.5472860336 
[(2)-th iter]  W(27,0), F_en=-3.5472860336  W(27,1), F_en=-3.5472860336 
[(0)-th iter]  W(28,0), F_en=-3.5472860336  W(28,1), F_en=-3.5472860336 
[(2)-th iter]  W(28,0), F_en=-3.5472860336  W(28,1), F_en=-3.5472860336 
[(0)-th iter]  W(29,0), F_en=-3.5472860336  W(29,1), F_en=-3.5472860336 
[(2)-th iter]  W(29,0), F_en=-3.5472860336  W(29,1), F_en=-3.5472860336 
[(0)-th iter]  W(30,0), F_en=-3.5472860336  W(30,1), F_en=-3.5472860336 
[(2)-th iter]  W(30,0), F_en=-3.5472860336  W(30,1), F_en=-3.5472860336 
[(0)-th iter]  W(31,0), F_en=-3.5472860336  W(31,1), F_en=-3.5472860336 
[(2)-th iter]  W(31,0), F_en=-3.5472860336  W(31,1), F_en=-3.5472860336 
[(0)-th iter]  W(32,0), F_en=-3.5472860336  W(32,1), F_en=-3.5472860336 
[(2)-th iter]  W(32,0), F_en=-3.5472860336  W(32,1), F_en=-3.5472860336 
[(0)-th iter]  W(33,0), F_en=-3.5472860336  W(33,1), F_en=-3.5472860336 
[(2)-th iter]  W(33,0), F_en=-3.5472860336  W(33,1), F_en=-3.5472860336 
[(0)-th iter]  W(34,0), F_en=-3.5472860336  W(34,1), F_en=-3.5472860336 
[(2)-th iter]  W(34,0), F_en=-3.5472860336  W(34,1), F_en=-3.5472860336 
[(0)-th iter]  W(35,0), F_en=-3.5472860336  W(35,1), F_en=-3.5472860336 
[(2)-th iter]  W(35,0), F_en=-3.5472860336  W(35,1), F_en=-3.5472860336 ------------- backward ---------

[(0)-th iter]  W(35,0), F_en=-3.5472860336  W(35,1), F_en=-3.5472860336 
[(2)-th iter]  W(35,0), F_en=-3.5472860336  W(35,1), F_en=-3.5472860336 
[(0)-th iter]  W(34,0), F_en=-3.5472860336  W(34,1), F_en=-3.5472860336 
[(2)-th iter]  W(34,0), F_en=-3.5472860336  W(34,1), F_en=-3.5472860336 
[(0)-th iter]  W(33,0), F_en=-3.5472860336  W(33,1), F_en=-3.5472860336 
[(2)-th iter]  W(33,0), F_en=-3.5472860336  W(33,1), F_en=-3.5472860336 
[(0)-th iter]  W(32,0), F_en=-3.5472860336  W(32,1), F_en=-3.5472860336 
[(2)-th iter]  W(32,0), F_en=-3.5472860336  W(32,1), F_en=-3.5472860336 
[(0)-th iter]  W(31,0), F_en=-3.5472860336  W(31,1), F_en=-3.5472860336 
[(2)-th iter]  W(31,0), F_en=-3.5472860336  W(31,1), F_en=-3.5472860336 
[(0)-th iter]  W(30,0), F_en=-3.5472860336  W(30,1), F_en=-3.5472860336 
[(2)-th iter]  W(30,0), F_en=-3.5472860336  W(30,1), F_en=-3.5472860336 
[(0)-th iter]  W(29,0), F_en=-3.5472860336  W(29,1), F_en=-3.5472860336 
[(2)-th iter]  W(29,0), F_en=-3.5472860336  W(29,1), F_en=-3.5472860336 
[(0)-th iter]  W(28,0), F_en=-3.5472860336  W(28,1), F_en=-3.5472860336 
[(2)-th iter]  W(28,0), F_en=-3.5472860336  W(28,1), F_en=-3.5472860336 
[(0)-th iter]  W(27,0), F_en=-3.5472860336  W(27,1), F_en=-3.5472860336 
[(2)-th iter]  W(27,0), F_en=-3.5472860336  W(27,1), F_en=-3.5472860336 
[(0)-th iter]  W(26,0), F_en=-3.5472860336  W(26,1), F_en=-3.5472860336 
[(2)-th iter]  W(26,0), F_en=-3.5472860336  W(26,1), F_en=-3.5472860336 
[(0)-th iter]  W(25,0), F_en=-3.5472860336  W(25,1), F_en=-3.5472860336 
[(2)-th iter]  W(25,0), F_en=-3.5472860336  W(25,1), F_en=-3.5472860336 
[(0)-th iter]  W(24,0), F_en=-3.5472860336  W(24,1), F_en=-3.5472860336 
[(2)-th iter]  W(24,0), F_en=-3.5472860336  W(24,1), F_en=-3.5472860336 
[(0)-th iter]  W(23,0), F_en=-3.5472860336  W(23,1), F_en=-3.5472860336 
[(2)-th iter]  W(23,0), F_en=-3.5472860336  W(23,1), F_en=-3.5472860336 
[(0)-th iter]  W(22,0), F_en=-3.5472860336  W(22,1), F_en=-3.5472860336 
[(2)-th iter]  W(22,0), F_en=-3.5472860336  W(22,1), F_en=-3.5472860336 
[(0)-th iter]  W(21,0), F_en=-3.5472860336  W(21,1), F_en=-3.5472860336 
[(2)-th iter]  W(21,0), F_en=-3.5472860336  W(21,1), F_en=-3.5472860336 
[(0)-th iter]  W(20,0), F_en=-3.5472860336  W(20,1), F_en=-3.5472860336 
[(2)-th iter]  W(20,0), F_en=-3.5472860336  W(20,1), F_en=-3.5472860336 
[(0)-th iter]  W(19,0), F_en=-3.5472860336  W(19,1), F_en=-3.5472860336 
[(2)-th iter]  W(19,0), F_en=-3.5472860336  W(19,1), F_en=-3.5472860336 
[(0)-th iter]  W(18,0), F_en=-3.5472860336  W(18,1), F_en=-3.5472860336 
[(2)-th iter]  W(18,0), F_en=-3.5472860336  W(18,1), F_en=-3.5472860336 
[(0)-th iter]  W(17,0), F_en=-3.5472860336  W(17,1), F_en=-3.5472860336 
[(2)-th iter]  W(17,0), F_en=-3.5472860336  W(17,1), F_en=-3.5472860336 
[(0)-th iter]  W(16,0), F_en=-3.5472865105  W(16,1), F_en=-3.5472865105 
[(2)-th iter]  W(16,0), F_en=-3.5472865105  W(16,1), F_en=-3.5472865105 
[(0)-th iter]  W(15,0), F_en=-3.5472865105  W(15,1), F_en=-3.5472865105 
[(2)-th iter]  W(15,0), F_en=-3.5472865105  W(15,1), F_en=-3.5472865105 
[(0)-th iter]  W(14,0), F_en=-3.5472865105  W(14,1), F_en=-3.5472865105 
[(2)-th iter]  W(14,0), F_en=-3.5472865105  W(14,1), F_en=-3.5472865105 
[(0)-th iter]  W(13,0), F_en=-3.5472867489  W(13,1), F_en=-3.5472867489 
[(2)-th iter]  W(13,0), F_en=-3.5472865105  W(13,1), F_en=-3.5472865105 
[(0)-th iter]  W(12,0), F_en=-3.5472867489  W(12,1), F_en=-3.5472865105 
[(2)-th iter]  W(12,0), F_en=-3.5472867489  W(12,1), F_en=-3.5472867489 
[(0)-th iter]  W(11,0), F_en=-3.5472867489  W(11,1), F_en=-3.5472867489 
[(2)-th iter]  W(11,0), F_en=-3.5472867489  W(11,1), F_en=-3.5472867489 
[(0)-th iter]  W(10,0), F_en=-3.5472865105  W(10,1), F_en=-3.5472867489 
[(2)-th iter]  W(10,0), F_en=-3.5472867489  W(10,1), F_en=-3.5472867489 
[(0)-th iter]  W(09,0), F_en=-3.5472867489  W(09,1), F_en=-3.5472869873 
[(2)-th iter]  W(09,0), F_en=-3.5472869873  W(09,1), F_en=-3.5472869873 
[(0)-th iter]  W(08,0), F_en=-3.5472869873  W(08,1), F_en=-3.5472869873 
[(2)-th iter]  W(08,0), F_en=-3.5472867489  W(08,1), F_en=-3.5472867489 
[(0)-th iter]  W(07,0), F_en=-3.5472867489  W(07,1), F_en=-3.5472865105 
[(2)-th iter]  W(07,0), F_en=-3.5472867489  W(07,1), F_en=-3.5472867489 
[(0)-th iter]  W(06,0), F_en=-3.5472867489  W(06,1), F_en=-3.5472867489 
[(2)-th iter]  W(06,0), F_en=-3.5472865105  W(06,1), F_en=-3.5472867489 
[(0)-th iter]  W(05,0), F_en=-3.5472867489  W(05,1), F_en=-3.5472867489 
[(2)-th iter]  W(05,0), F_en=-3.5472867489  W(05,1), F_en=-3.5472867489 
[(0)-th iter]  W(04,0), F_en=-3.5472867489  W(04,1), F_en=-3.5472867489 
[(2)-th iter]  W(04,0), F_en=-3.5472865105  W(04,1), F_en=-3.5472865105 
[(0)-th iter]  W(03,0), F_en=-3.5472865105  W(03,1), F_en=-3.5472865105 
[(2)-th iter]  W(03,0), F_en=-3.5472865105  W(03,1), F_en=-3.5472865105 
